GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,CTY_SUBA,PLACEA,TRACTA,BLCK_GRPA,C_CITYA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,TRBL_SUBA,AITS,ANRCA,CBSAA,CSAA,METDIVA,MEMI,NECTAA,C_NECTAA,NECTADIVA,URB_AREAA,CDA,STLEG_UPA,STLEG_LOA,ZCTAA,SUBMCDA,SD_ELMA,SD_SECA,SD_UNIA,UR,PCI,PUMAA,GEOID,TRBL_CTA,TRBL_BGA,NAME_E,AMRZE001,AMRZE002,AMRZE003,AMRZE004,AMRZE005,AMRZE006,AMRZE007,AMRZE008,AMRZE009,AMRZE010,AMRZE011,AMRZE012,AMRZE013,AMRZE014,AMRZE015,AMRZE016,AMRZE017,AMRZE018,AMRZE019,AMRZE020,AMRZE021,AMRZE022,AMRZE023,AMRZE024,AMRZE025,AMR7E001,AMR7E002,AMR7E003,AMR7E004,AMR7E005,AMR7E006,AMR7E007,AMR7E008,AMR7E009,AMR7E010,AMR7E011,AMR7E012,AMR7E013,AMR7E014,AMR7E015,AMR7E016,AMR7E017,AMR8E001,AMUDE001,AMWBE001,NAME_M,AMRZM001,AMRZM002,AMRZM003,AMRZM004,AMRZM005,AMRZM006,AMRZM007,AMRZM008,AMRZM009,AMRZM010,AMRZM011,AMRZM012,AMRZM013,AMRZM014,AMRZM015,AMRZM016,AMRZM017,AMRZM018,AMRZM019,AMRZM020,AMRZM021,AMRZM022,AMRZM023,AMRZM024,AMRZM025,AMR7M001,AMR7M002,AMR7M003,AMR7M004,AMR7M005,AMR7M006,AMR7M007,AMR7M008,AMR7M009,AMR7M010,AMR7M011,AMR7M012,AMR7M013,AMR7M014,AMR7M015,AMR7M016,AMR7M017,AMR8M001,AMUDM001,AMWBM001
"G3801050","2016-2020","ND",,,"North Dakota","38","Williams County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38105",,,"Williams County, North Dakota",22825,188,0,0,0,0,9,10,4,0,19,224,166,288,823,413,5344,1378,1582,3708,2827,4603,812,272,155,14646,295,394,188,849,734,296,334,543,682,926,1481,2241,1324,1380,1474,1505,79508,19490,254800,"Williams County, North Dakota",232,124,21,21,21,21,15,18,7,21,23,103,107,128,426,256,627,382,397,566,475,744,260,125,127,569,118,192,116,292,326,134,209,270,315,255,489,498,356,310,432,320,7533,111,15640
"G3900010","2016-2020","OH",,,"Ohio","39","Adams County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39001",,,"Adams County, Ohio",18965,230,0,0,0,2,2,68,18,93,131,646,533,695,583,309,7147,1158,1236,1757,1413,1604,1040,193,107,10396,911,713,937,989,684,570,387,419,433,743,856,1025,591,502,360,276,40067,12940,115000,"Adams County, Ohio",70,103,23,23,23,5,4,67,22,78,90,172,200,312,206,97,615,243,292,264,252,302,288,105,112,372,193,201,233,228,213,181,108,133,148,166,205,207,173,203,148,136,3706,63,9025
"G3900030","2016-2020","OH",,,"Ohio","39","Allen County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39003",,,"Allen County, Ohio",69165,792,0,0,0,3,60,67,23,31,115,475,710,1328,1771,1147,23729,3390,5043,9532,8047,7971,3642,867,422,41025,2816,1949,1890,2777,2264,2310,2322,1923,1700,3203,4892,5628,3076,1778,1454,1043,51892,45126,120300,"Allen County, Ohio",120,181,29,29,29,6,54,77,26,28,70,161,152,264,277,254,937,367,483,676,571,583,398,211,139,495,365,317,303,445,356,463,346,284,276,309,451,461,323,270,213,179,2208,154,3983
"G3900050","2016-2020","OH",,,"Ohio","39","Ashland County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39005",,,"Ashland County, Ohio",35684,244,0,0,0,2,0,0,12,17,9,822,445,717,740,524,13372,1837,2639,3876,2582,5135,2034,493,184,20504,1093,686,997,1050,938,1260,1078,939,954,2085,2145,3287,1846,835,741,570,55422,22361,132200,"Ashland County, Ohio",109,84,29,29,29,6,29,29,15,19,11,238,160,208,153,146,626,303,357,437,350,484,278,184,91,274,209,159,196,223,228,227,237,186,181,275,245,424,272,206,143,171,2238,134,5571
"G3900070","2016-2020","OH",,,"Ohio","39","Ashtabula County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39007",,,"Ashtabula County, Ohio",68458,707,0,0,0,48,48,58,74,168,193,1887,1055,1926,1621,1705,25447,3867,4854,9078,5501,7009,2530,451,231,38614,3335,2138,2531,2239,2317,1859,2004,2153,1512,3499,4697,4572,2437,1338,1141,842,47925,46224,117200,"Ashtabula County, Ohio",196,173,29,29,29,51,43,50,56,97,85,445,205,357,276,331,980,496,489,749,489,587,357,146,83,562,354,337,352,332,340,296,354,369,247,390,535,471,303,205,230,191,2297,144,3927
"G3900090","2016-2020","OH",,,"Ohio","39","Athens County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39009",,,"Athens County, Ohio",37251,437,0,0,0,2,0,0,30,65,55,222,381,561,1393,442,10887,1170,1860,4699,3199,5416,4462,337,1633,22539,3054,1533,1452,1246,1108,1249,1080,860,721,1616,2049,2870,1576,718,875,532,42414,26686,139100,"Athens County, Ohio",179,206,29,29,29,5,29,29,29,36,52,95,186,133,321,124,793,207,284,667,451,467,594,101,283,459,431,267,306,234,190,255,183,201,166,309,320,445,227,167,167,114,3686,265,11585
"G3900110","2016-2020","OH",,,"Ohio","39","Auglaize County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39011",,,"Auglaize County, Ohio",31088,113,0,1,0,3,0,0,0,38,42,275,282,499,446,431,12155,1258,2131,3801,3652,3558,1981,310,112,19000,711,582,638,911,773,813,728,927,735,1680,2437,3027,2056,1203,1158,621,66193,20020,146400,"Auglaize County, Ohio",61,43,26,2,26,6,26,26,26,44,34,140,130,131,119,108,596,231,268,376,372,368,290,92,50,251,155,170,175,180,152,185,159,180,179,235,322,331,275,205,222,136,2596,95,6225
"G3900130","2016-2020","OH",,,"Ohio","39","Belmont County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39013",,,"Belmont County, Ohio",49839,470,0,0,0,21,0,24,27,16,49,455,367,910,1458,680,20062,1796,3356,5892,6203,5197,2247,345,264,25772,1634,1324,1267,1427,1586,1409,1187,1334,1305,2055,2688,3602,2241,1000,909,804,51574,32202,110800,"Belmont County, Ohio",227,165,29,29,29,28,29,28,23,18,41,136,131,175,327,147,716,278,358,524,481,477,325,96,100,559,270,240,242,249,324,245,192,269,214,301,356,306,328,186,171,160,1989,119,3982
"G3900150","2016-2020","OH",,,"Ohio","39","Brown County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39015",,,"Brown County, Ohio",30445,183,50,7,5,0,5,18,0,71,73,498,582,843,817,560,11808,1905,2216,3756,2691,2767,1361,127,102,17811,1250,1190,1034,678,709,825,701,648,761,1449,1860,2985,1865,591,809,456,57200,20338,138200,"Brown County, Ohio",91,65,62,12,8,26,12,26,26,53,82,183,170,215,250,164,614,315,359,430,362,384,266,58,55,402,277,291,221,153,191,195,170,157,204,309,299,393,299,170,239,199,3728,103,5695
"G3900170","2016-2020","OH",,,"Ohio","39","Butler County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39017",,,"Butler County, Ohio",245369,1795,43,13,10,72,107,132,297,690,520,1945,2538,3539,4607,4365,70921,9680,14907,33184,19305,50092,19547,2645,4415,140736,7557,4769,4991,5922,5320,5593,5748,6120,4664,10723,14178,20294,15023,9684,10983,9167,69023,152589,180200,"Butler County, Ohio",114,330,45,20,17,69,69,59,157,239,220,350,363,444,437,604,1873,805,1099,1270,952,1861,1097,386,695,964,665,479,539,667,587,532,617,533,491,792,840,1090,995,827,714,703,1219,236,2345
"G3900190","2016-2020","OH",,,"Ohio","39","Carroll County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39019",,,"Carroll County, Ohio",19632,160,0,0,0,0,4,0,0,8,60,633,178,359,431,341,8742,822,1155,2055,2090,1623,813,88,70,11286,661,421,510,529,573,916,541,560,615,1015,1237,1584,908,511,325,380,52574,13627,128400,"Carroll County, Ohio",163,69,23,23,23,23,6,23,23,19,42,293,84,129,119,127,533,194,224,294,321,333,250,45,49,298,165,138,144,135,200,267,140,166,183,228,234,233,209,131,124,123,3507,77,7548
"G3900210","2016-2020","OH",,,"Ohio","39","Champaign County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39021",,,"Champaign County, Ohio",26941,237,0,0,0,28,6,0,39,16,51,267,176,385,604,568,10810,1554,2177,3255,2486,2783,1306,168,25,15407,610,583,666,639,498,795,875,578,873,1598,2083,2205,1472,826,787,319,59909,16824,137200,"Champaign County, Ohio",100,111,26,26,26,37,9,26,56,18,33,100,68,112,161,163,621,270,270,359,312,341,228,68,25,254,149,162,170,188,116,203,174,147,184,262,278,235,224,151,197,111,2628,76,4804
"G3900230","2016-2020","OH",,,"Ohio","39","Clark County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39023",,,"Clark County, Ohio",92062,690,0,0,24,27,83,46,44,253,189,861,1122,2131,2854,1866,29295,5737,8002,12809,8606,10756,5280,947,440,54862,3582,2620,2722,2839,3460,3597,2625,2795,2462,4836,5953,6977,4366,2680,2128,1220,51504,61283,120500,"Clark County, Ohio",130,172,29,29,33,32,65,47,49,121,90,207,225,307,367,299,960,467,575,768,595,768,528,242,119,627,342,311,310,341,487,508,348,342,374,468,465,485,432,310,284,162,1436,160,2965
"G3900250","2016-2020","OH",,,"Ohio","39","Clermont County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39025",,,"Clermont County, Ohio",142336,1427,18,14,0,120,24,15,73,184,544,1553,1669,2964,3508,2469,39571,5978,10216,17490,13407,26016,11860,2068,1148,79347,3510,2895,2870,3318,2759,3526,2862,3143,3000,6269,8073,11506,8189,5888,6345,5194,69720,83638,178700,"Clermont County, Ohio",185,329,19,20,29,137,40,18,58,94,231,303,349,447,631,402,1569,495,671,1035,1007,1413,888,401,237,550,423,438,379,474,399,517,530,443,417,541,724,822,713,594,698,521,2153,140,4099
"G3900270","2016-2020","OH",,,"Ohio","39","Clinton County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39027",,,"Clinton County, Ohio",28376,317,11,0,0,9,16,0,46,77,16,274,275,642,635,492,9481,1488,2062,4052,2798,3565,1711,169,240,16741,1172,871,573,1070,831,876,823,702,743,1432,1851,2356,1405,892,676,468,54683,18205,139100,"Clinton County, Ohio",121,100,16,26,26,20,18,26,37,52,23,113,95,154,137,146,661,236,275,415,417,410,336,92,129,320,228,218,159,216,207,195,186,221,208,205,285,351,230,194,163,161,3219,115,6388
"G3900290","2016-2020","OH",,,"Ohio","39","Columbiana County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39029",,,"Columbiana County, Ohio",73908,782,44,6,21,8,80,10,34,164,112,799,649,1628,2257,1352,29475,3606,5128,9477,7533,7041,2979,402,321,41632,2383,2234,2260,3248,2416,2773,1771,1974,1998,3568,4131,6041,3172,1697,1216,750,49407,46800,105500,"Columbiana County, Ohio",146,197,52,9,21,11,79,18,39,130,58,273,155,270,358,239,1099,349,472,890,563,633,461,129,137,529,376,327,411,499,348,416,296,338,326,460,475,691,412,278,271,159,2022,203,4308
"G3900310","2016-2020","OH",,,"Ohio","39","Coshocton County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39031",,,"Coshocton County, Ohio",25407,137,0,0,21,0,0,10,0,2,13,1463,351,509,572,584,10145,994,1598,2770,2456,2483,1222,43,34,14579,1203,733,953,776,868,1025,588,657,779,1416,1603,1797,932,590,400,259,48552,16441,106300,"Coshocton County, Ohio",85,69,26,26,38,26,26,16,26,6,19,347,128,148,186,171,559,195,190,469,346,338,236,53,37,278,283,182,163,173,169,173,138,132,211,277,250,270,193,154,118,101,2177,49,7448
"G3900330","2016-2020","OH",,,"Ohio","39","Crawford County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39033",,,"Crawford County, Ohio",29380,249,0,0,0,0,0,0,0,72,110,400,417,618,515,425,11876,1695,2384,2893,3222,2926,1344,85,149,17928,1073,1009,833,1258,1070,1176,1122,1034,1112,1657,1984,1951,1318,565,523,243,46391,20019,93400,"Crawford County, Ohio",89,125,26,26,26,26,26,26,26,57,106,138,148,149,154,93,517,246,344,299,403,353,251,57,83,281,206,212,162,237,180,201,244,196,243,228,249,247,232,147,149,79,1611,97,3798
"G3900350","2016-2020","OH",,,"Ohio","39","Cuyahoga County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39035",,,"Cuyahoga County, Ohio",874962,10273,115,206,133,412,741,648,1248,1830,2280,6308,7842,15057,20390,15605,208949,33458,60101,127819,68845,170408,81270,27417,13607,547887,51682,29847,28608,28541,27445,27038,25125,26673,20999,42271,51630,61054,40743,26913,27522,31796,51741,617795,137800,"Cuyahoga County, Ohio",38,955,48,181,72,161,233,203,275,263,389,598,635,905,919,907,3135,1662,1848,2693,1897,2744,2280,1362,809,1989,1820,1305,1124,1449,1270,1207,1431,1454,1177,1732,2067,1660,1313,1052,1244,1006,517,627,1326
"G3900370","2016-2020","OH",,,"Ohio","39","Darke County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39037",,,"Darke County, Ohio",35200,166,0,0,0,0,4,39,32,22,36,367,421,777,770,756,15010,1443,2732,4312,2889,3483,1480,308,153,21171,1160,813,986,1124,1059,1220,1170,1193,1083,1626,2286,3269,1642,1131,861,548,54799,22975,124700,"Darke County, Ohio",90,85,29,29,29,29,6,38,43,17,32,149,156,177,186,204,588,186,367,399,281,346,224,103,85,242,196,207,248,242,293,189,247,221,186,278,313,316,203,215,182,142,3077,95,5398
"G3900390","2016-2020","OH",,,"Ohio","39","Defiance County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39039",,,"Defiance County, Ohio",25917,141,0,0,0,20,0,6,89,138,31,235,281,400,482,256,9742,1011,2197,3291,2816,3063,1326,329,63,15385,438,575,677,805,813,762,411,781,695,1484,1934,2378,1577,806,712,537,62110,16805,125100,"Defiance County, Ohio",122,62,26,26,26,17,26,10,79,73,28,122,96,165,153,88,589,209,316,325,391,388,242,114,43,268,121,166,161,220,184,194,121,151,143,248,265,272,235,166,148,147,3181,85,5646
"G3900410","2016-2020","OH",,,"Ohio","39","Delaware County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39041",,,"Delaware County, Ohio",134920,603,11,0,0,29,0,9,22,90,166,339,499,688,899,939,21898,1773,7288,15687,9061,45688,21276,4568,3387,71521,1752,1227,1330,1358,1441,1963,1670,1717,1712,3650,5491,8391,8270,7299,10193,14057,111411,74732,320300,"Delaware County, Ohio",187,227,17,29,29,42,29,14,39,73,132,205,198,159,196,193,1032,282,691,1013,727,1368,1121,488,554,536,237,442,268,243,261,381,310,242,253,466,505,636,571,512,690,810,2246,162,4019
"G3900430","2016-2020","OH",,,"Ohio","39","Erie County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39043",,,"Erie County, Ohio",53474,288,2,0,43,5,4,0,26,83,32,423,418,769,1124,938,16919,1906,3858,7829,5492,8482,3549,834,450,31319,2207,751,1430,1425,1652,1261,1551,1584,1665,2452,3540,3987,3338,1432,1687,1357,58408,37877,146800,"Erie County, Ohio",182,134,3,29,43,7,7,29,25,59,32,153,236,218,275,221,804,331,366,671,492,747,436,192,192,606,378,162,269,322,282,264,272,258,284,347,452,397,481,232,304,304,3150,123,4564
"G3900450","2016-2020","OH",,,"Ohio","39","Fairfield County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39045",,,"Fairfield County, Ohio",105924,727,9,9,0,11,56,50,72,273,160,516,562,1402,1636,1633,31483,3415,8478,15087,9639,19871,8382,1520,933,57071,2149,1761,2120,2574,2175,2683,2483,2451,1827,4071,5331,8546,6253,4499,4706,3442,70906,61567,197400,"Fairfield County, Ohio",158,162,16,14,29,13,77,71,60,118,105,138,151,421,268,351,1335,456,658,947,587,1037,723,333,223,522,401,292,332,457,361,366,410,334,285,471,467,783,532,487,487,411,2715,135,3999
"G3900470","2016-2020","OH",,,"Ohio","39","Fayette County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39047",,,"Fayette County, Ohio",19600,240,5,8,0,14,0,0,0,87,53,302,393,652,932,473,7644,1201,1456,1828,1324,1990,820,93,85,11737,910,651,694,459,741,649,678,546,649,996,1225,1391,962,363,524,299,48637,12809,118200,"Fayette County, Ohio",88,103,9,12,23,32,23,23,23,86,48,111,150,172,219,167,473,283,225,295,267,288,162,48,42,231,229,159,189,112,183,175,183,134,174,198,177,202,214,126,182,112,3750,58,3808
"G3900490","2016-2020","OH",,,"Ohio","39","Franklin County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39049",,,"Franklin County, Ohio",873356,12906,318,87,245,825,877,783,1199,2697,1392,5351,8098,13217,16238,13232,186849,26708,50718,117829,61272,220763,92452,24437,14863,519237,32380,18548,20923,21074,22609,24137,23730,23675,21008,41491,55235,67964,48665,31165,33641,32992,62352,559478,185900,"Franklin County, Ohio",36,1204,213,74,135,328,276,245,328,457,285,582,939,981,1308,1077,3560,1160,2258,2733,2140,3464,2762,1462,947,1947,1734,1268,1240,1221,1298,1217,1511,1453,1277,2027,1726,2041,1649,1464,1409,1470,706,702,1827
"G3900510","2016-2020","OH",,,"Ohio","39","Fulton County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39051",,,"Fulton County, Ohio",28855,124,0,0,0,13,47,0,6,105,60,76,247,501,521,413,11408,875,2250,3886,3404,3264,1402,149,104,16582,426,808,487,722,686,824,992,658,1014,1432,2201,2535,1489,887,685,736,61290,17584,140300,"Fulton County, Ohio",105,70,26,26,26,15,46,26,8,92,43,41,92,159,113,116,551,178,270,387,301,351,285,73,51,256,117,180,106,160,151,179,201,124,256,276,292,314,195,149,157,146,1736,85,4139
"G3900530","2016-2020","OH",,,"Ohio","39","Gallia County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39053",,,"Gallia County, Ohio",20596,103,0,0,37,7,20,79,0,71,120,427,380,422,880,321,7507,1052,1333,2214,2041,2029,1326,93,134,11359,856,564,556,556,681,744,486,772,560,963,1023,1514,1010,369,422,283,48975,13903,118400,"Gallia County, Ohio",166,61,23,23,53,15,22,81,23,82,60,132,133,127,203,121,542,268,291,353,300,308,281,71,93,360,232,159,153,136,161,196,178,237,174,197,223,262,221,120,172,144,3869,63,7093
"G3900550","2016-2020","OH",,,"Ohio","39","Geauga County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39055",,,"Geauga County, Ohio",64484,356,11,10,0,52,0,40,7,85,73,3357,319,469,930,510,15547,1067,4151,8328,4813,15677,6182,1670,830,35303,1061,920,889,891,754,1220,1446,1156,1431,2255,3541,5126,4041,2934,3724,3914,83730,37280,247700,"Geauga County, Ohio",112,105,16,17,29,65,29,42,11,71,46,339,162,142,357,156,907,200,518,619,531,798,593,292,231,418,230,201,205,201,158,198,308,233,240,315,428,457,403,376,427,416,3330,95,5951
"G3900570","2016-2020","OH",,,"Ohio","39","Greene County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39057",,,"Greene County, Ohio",113367,645,0,0,0,0,32,12,46,100,207,919,1060,1038,1109,1628,22647,3978,8598,15577,10820,23427,16130,2820,2574,65915,3420,2328,2223,2902,2105,3132,2333,2603,2388,4784,6659,9210,6114,5291,5538,4885,70055,70796,180300,"Greene County, Ohio",61,194,29,29,29,29,30,14,55,64,123,200,322,237,200,332,998,486,700,883,769,990,986,409,425,670,462,389,343,399,343,480,325,356,345,496,512,631,616,426,524,512,1745,293,3590
"G3900590","2016-2020","OH",,,"Ohio","39","Guernsey County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39059",,,"Guernsey County, Ohio",27311,248,0,0,0,0,0,38,207,66,19,525,303,650,1265,827,10174,1187,1883,3120,2681,2622,1174,209,113,16244,1317,967,799,939,1024,976,944,971,707,1166,2028,1840,977,739,404,446,46352,19341,122800,"Guernsey County, Ohio",108,108,26,26,26,26,26,40,222,56,16,212,171,140,292,174,573,227,300,355,279,366,222,82,60,339,220,184,217,174,181,215,204,205,167,172,324,267,214,155,112,156,2556,63,6258
"G3900610","2016-2020","OH",,,"Ohio","39","Hamilton County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39061",,,"Hamilton County, Ohio",552035,5034,31,29,214,164,526,489,603,1328,1087,3514,4504,8635,10620,8627,123224,18965,30914,72857,46022,129331,59038,15757,10522,344588,25857,14554,16694,17637,15913,16102,14646,14596,12833,25227,32761,41085,29075,19691,22542,25375,59190,380100,163000,"Hamilton County, Ohio",69,624,29,36,129,102,232,144,245,309,281,429,526,747,1088,819,2662,1038,1464,2850,1584,2642,1851,1184,742,1515,1252,887,971,1219,1081,1313,1179,943,888,1178,1603,1585,1278,1065,1234,1224,1190,447,1864
"G3900630","2016-2020","OH",,,"Ohio","39","Hancock County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39063",,,"Hancock County, Ohio",52131,317,0,0,9,12,0,0,3,83,41,274,427,447,1068,933,16936,1839,3326,7352,4688,8962,4362,579,473,32022,1622,1192,1256,1746,1544,2089,1667,1234,1468,2784,3509,4154,2910,1749,1627,1471,57384,34401,152600,"Hancock County, Ohio",94,121,29,29,13,19,29,29,6,70,33,143,161,123,274,214,873,320,426,623,480,744,551,173,169,416,319,275,283,383,295,385,331,248,303,414,374,404,347,325,300,274,2283,142,3882
"G3900650","2016-2020","OH",,,"Ohio","39","Hardin County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39065",,,"Hardin County, Ohio",19297,187,0,0,8,0,35,6,2,29,35,386,142,341,345,384,8393,1069,1166,2252,1428,1912,944,137,96,11777,919,419,651,612,474,855,567,765,587,1053,1293,1365,1123,670,240,184,50214,13224,106200,"Hardin County, Ohio",87,105,26,26,11,26,41,13,4,35,33,173,64,113,110,114,487,220,200,350,226,300,213,69,61,281,195,110,140,170,125,170,157,160,155,237,233,222,197,162,76,64,2473,106,7157
"G3900670","2016-2020","OH",,,"Ohio","39","Harrison County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39067",,,"Harrison County, Ohio",10939,64,0,0,0,0,9,0,0,1,61,288,66,267,418,167,5024,358,462,1155,1246,844,289,106,114,6221,536,397,251,350,278,391,315,368,252,582,644,875,460,165,226,131,49454,8092,100800,"Harrison County, Ohio",68,40,19,19,19,19,11,19,19,3,52,158,37,125,144,61,298,113,92,214,181,163,84,46,90,230,139,127,76,117,90,131,105,99,77,121,155,164,118,54,72,59,4245,79,5694
"G3900690","2016-2020","OH",,,"Ohio","39","Henry County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39069",,,"Henry County, Ohio",18726,134,0,0,0,4,31,4,0,42,32,110,109,254,261,235,7638,581,1342,2346,2302,2185,871,130,115,11069,335,369,409,469,407,628,827,607,488,963,1245,1700,1348,487,446,341,60425,12130,130800,"Henry County, Ohio",43,79,23,23,23,6,33,6,23,33,28,63,53,79,79,110,470,128,189,232,297,290,140,85,45,217,97,136,104,120,78,148,182,168,126,181,184,219,190,92,119,84,2840,65,5681
"G3900710","2016-2020","OH",,,"Ohio","39","Highland County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39071",,,"Highland County, Ohio",29471,504,0,0,0,0,0,9,40,179,173,577,475,994,1099,585,11085,1781,2066,2740,3098,2275,1489,227,75,16747,1063,938,1258,1110,867,918,786,915,709,1396,1739,1877,1558,925,449,239,47973,19321,123400,"Highland County, Ohio",104,200,26,26,26,26,26,14,48,128,111,196,170,247,267,158,614,306,320,349,459,357,283,125,57,352,214,228,320,244,174,246,166,195,169,245,281,306,292,246,128,96,3903,69,6782
"G3900730","2016-2020","OH",,,"Ohio","39","Hocking County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39073",,,"Hocking County, Ohio",20013,176,0,0,0,2,0,42,7,0,91,312,192,542,658,320,7872,895,1796,2107,2228,1872,718,107,76,11533,661,579,455,675,632,707,534,519,495,846,1251,1782,1134,586,399,278,54774,13437,139800,"Hocking County, Ohio",168,83,23,23,23,5,23,52,17,23,104,190,81,179,225,99,463,193,281,258,292,284,195,65,51,274,181,151,138,172,197,204,158,121,162,208,216,337,253,177,128,100,4209,95,6400
"G3900750","2016-2020","OH",,,"Ohio","39","Holmes County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39075",,,"Holmes County, Ohio",25941,338,0,0,0,5,0,125,2,27,54,8807,466,752,406,395,6933,1446,1068,1483,942,1824,666,126,76,12351,515,424,304,427,651,429,442,751,561,1073,1626,1968,1070,881,625,604,64453,13593,224400,"Holmes County, Ohio",124,117,26,26,26,11,26,160,3,36,42,695,154,225,122,156,642,295,220,280,226,307,199,74,44,281,133,123,127,134,162,122,137,191,125,198,238,271,191,165,130,151,2035,88,13537
"G3900770","2016-2020","OH",,,"Ohio","39","Huron County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39077",,,"Huron County, Ohio",39684,365,20,16,98,0,4,3,18,155,61,561,359,837,995,797,15926,2071,3289,4564,3694,3908,1529,261,153,23050,1333,932,906,1026,1159,1005,1248,1371,1334,2159,2655,3329,2162,1188,883,360,55041,25314,131600,"Huron County, Ohio",144,106,28,27,105,29,6,5,18,116,68,163,128,186,202,230,713,356,350,458,373,391,254,98,105,363,233,192,194,191,214,191,213,278,275,329,301,326,294,221,171,103,2233,140,4132
"G3900790","2016-2020","OH",,,"Ohio","39","Jackson County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39079",,,"Jackson County, Ohio",22291,238,0,0,0,0,2,1,16,77,85,838,417,479,554,322,9018,1063,1044,2509,2322,2271,941,76,18,12971,928,709,957,718,581,663,686,538,880,1384,1484,1472,895,385,294,397,48915,14914,105600,"Jackson County, Ohio",28,112,26,26,26,26,4,3,26,71,61,299,165,177,168,146,751,239,241,346,400,371,236,61,29,280,226,190,262,206,178,138,195,187,249,334,338,261,232,127,114,166,2839,74,11223
"G3900810","2016-2020","OH",,,"Ohio","39","Jefferson County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39081",,,"Jefferson County, Ohio",47090,347,3,0,0,0,34,0,17,61,61,497,478,778,1127,623,19293,1418,2799,5599,5715,5309,2386,327,218,27541,2413,1607,1862,1710,1521,1354,1488,1357,1187,2463,2753,3046,2132,1235,830,583,46849,32448,95300,"Jefferson County, Ohio",62,113,4,29,29,29,40,29,21,48,59,131,160,177,248,134,655,196,322,470,470,455,293,101,102,436,272,209,242,274,234,228,246,208,200,320,272,360,283,209,163,150,1987,132,2994
